TAXID,SRR14842336,MS11102,SRR14842425,SRR2240729,SRR2241305,SRR2175658,SRR2175654,SRR1952521,SRR1952621,SRR24222623,SRR14842412,SRR14842388,SRR25620753,SRR25620795,SRR1952518,SRR14842397,SRR14842393,SRR2240837,MS10903,SRR2175756,SRR14842371,SRR14842338,SRR14842369,SRR14842330,SRR2175726,SRR14842405,SRR14842321,SRR14842347,MS11108,SRR14842375,SRR14842341,ERR12814467,MS11107,SRR14842329,SRR14842408,SRR14842358,SRR14842354,SRR14842366,SRR14842384,SRR2175670,SRR2241109,SRR24222627,SRR14842362,SRR14842416,SRR14842420,SRR1952613,MS10902,SRR2175779,SRR2175773,SRR2175764,SRR14842419,SRR2241505,SRR14842387,SRR1952617,SRR14842417,SRR14842345,SRR1952457,SRR14842411,SRR14842327,SRR1952058,SRR14842389,SRR14842385,SRR2241409,SRR1952522,SRR2241306,SRR14842422,SRR14842376,SRR14842400,SRR14842373,SRR1952455,SRR7774477,SRR7774469,SRR14842374,SRR1952459,ERR12074384,SRR7774471,SRR14842423,SRR14842349,SRR2241023,SRR14842322,SRR25620756,ERR12814476,SRR14842323,SRR14842352,ERR12814471,SRR14842396,SRR2240921,SRR2175755,SRR14842402,SRR14842370,SRR2240287,SRR14842334,SRR14842361,SRR7774474,SRR14842379,SRR25620676,SRR14842320,SRR2175724,SRR2175804,SRR14842415,ERR1560093,SRR2175725,SRR2175723,SRR14842368,SRR2175780,SRR14842325,SRR14842339,SRR1952562,SRR14842383,SRR14842380,SRR14842381,SRR2175767,SRR14842372,SRR24222629,SRR2175774,SRR14842365,SRR14842348,SRR14842392,SRR14842337,ERR12814474,MS10790,SRR7774470,SRR2240290,SRR14842398,SRR14842390,SRR14842404,ERR1560095,SRR14842353,SRR1944873,SRR2175776,ERR12074385,SRR24222626,SRR14842367,SRR2240728,SRR14842403,SRR2175647,SRR1952575,SRR14842399,SRR1952620,SRR14842395,SRR7774472,SRR1952618,SRR14842344,SRR7774476,SRR14842331,SRR1952531,SRR2175727,SRR14842332,SRR14842418,SRR1952501,SRR25620786,SRR14842426,SRR2175792,SRR14842357,SRR14842355,SRR14842340,SRR14842333,SRR14842407,SRR25620681,SRR14842351,SRR14842356,SRR14842386,SRR14842421,SRR14842394,SRR14842391,SRR14842377,SRR14842326,SRR14842378,SRR2175649,SRR25620790,MS11103,SRR7774473,SRR2175768,MS10904,SRR24222625,SRR14842350,ERR12074386,SRR14842409,SRR1952418,SRR1952344,SRR14842359,SRR14842406,SRR14842324,SRR2175777,SRR14842335,ERR1560094,SRR14842410,SRR14842363,SRR14842401,SRR14842364,SRR14842382,SRR14842328,SRR14842346,ERR12814470,SRR14842343,SRR14842414,SRR14842342
613,4083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12878,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903409,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,201,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5067,0,734,0,0,538,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0,0,0,0,520,0,5750,407,0,0,0,0,0,0,0,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,62,0,0,0,0,0
53335,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,126,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4845,0,709,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,341,0,5552,140,0,0,0,0,0,0,0,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,61,0,0,0,0,0
472693,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470931,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2630326,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72274,229,2441,0,0,0,0,0,0,0,0,2764,0,61,130,0,0,0,0,232,0,0,0,0,0,0,0,0,89,33921,0,95,145,2484,0,0,0,0,0,0,0,0,400,0,0,407,0,393,0,0,0,0,0,0,0,0,147,0,142,71,0,0,0,0,0,0,0,0,0,0,0,207,526,0,0,515,351,0,0,0,51,178,670,0,53,464,0,0,0,0,0,0,150,0,954,0,266,80,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,3095,1183,126,0,70,0,0,309,0,0,0,839,430,307,0,0,0,0,0,0,0,9987,0,39367,5708,0,0,0,189,0,0,137,0,0,0,0,0,0,0,134,0,0,0,0,70,0,0,85,0,0,316,1479,12462,0,1513,270,0,5523,0,0,0,0,0,512,0,0,179,0,270,0,0,0,0,0,5868,0,0,0
135621,229,2378,0,0,0,0,0,0,0,0,2759,0,61,129,0,0,0,0,225,0,0,0,0,0,0,0,0,89,33608,0,95,142,2396,0,0,0,0,0,0,0,0,393,0,0,407,0,390,0,0,0,0,0,0,0,0,147,0,142,71,0,0,0,0,0,0,0,0,0,0,0,206,521,0,0,382,348,0,0,0,50,178,667,0,53,464,0,0,0,0,0,0,150,0,948,0,264,80,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,3089,1174,126,0,70,0,0,304,0,0,0,260,415,306,0,0,0,0,0,0,0,9900,0,39222,5694,0,0,0,189,0,0,136,0,0,0,0,0,0,0,134,0,0,0,0,70,0,0,82,0,0,312,1443,12373,0,1504,258,0,451,0,0,0,0,0,512,0,0,177,0,270,0,0,0,0,0,5857,0,0,0
286,216,2183,0,0,0,0,0,0,0,0,2670,0,56,122,0,0,0,0,108,0,0,0,0,0,0,0,0,77,21480,0,88,133,2052,0,0,0,0,0,0,0,0,363,0,0,362,0,344,0,0,0,0,0,0,0,0,132,0,132,64,0,0,0,0,0,0,0,0,0,0,0,186,434,0,0,358,171,0,0,0,0,170,639,0,53,450,0,0,0,0,0,0,145,0,806,0,242,76,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,2696,1103,60,0,70,0,0,278,0,0,0,180,350,281,0,0,0,0,0,0,0,6661,0,35520,5387,0,0,0,178,0,0,129,0,0,0,0,0,0,0,126,0,0,0,0,66,0,0,63,0,0,296,1126,8626,0,1214,218,0,419,0,0,0,0,0,487,0,0,170,0,261,0,0,0,0,0,5386,0,0,0
136845,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47885,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135624,194,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84642,194,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,194,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135625,100,0,0,13552,63,1797,66,10023,166,0,0,0,0,0,57,0,0,2315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,139,0,0,0,64,0,0,0,946,0,0,52,0,0,0,0,0,395,0,74,0,0,0,0,1485,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,170,0,0,969,0,0,0,0,0,0,98,91,0,0,2945,0,0,76,0,0,5276,0,0,0,1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,1029,0,0,236,0,210,0,0,0,0,0,0,510,90,0,0,0,0,0,219,0,0,0,0,0,0,0,0,58,0,0,0,323,0,0,0,0,0,150,0,0,0,0,0,0,84,254,0,0,285,53,0,0,0,0,0,0,0,0,0,0,0,0,0
712,100,0,0,13552,63,1797,66,10023,166,0,0,0,0,0,57,0,0,2315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,139,0,0,0,64,0,0,0,946,0,0,52,0,0,0,0,0,395,0,74,0,0,0,0,1485,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,170,0,0,969,0,0,0,0,0,0,98,91,0,0,2945,0,0,76,0,0,5276,0,0,0,1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,1029,0,0,236,0,210,0,0,0,0,0,0,510,90,0,0,0,0,0,219,0,0,0,0,0,0,0,0,58,0,0,0,323,0,0,0,0,0,150,0,0,0,0,0,0,84,254,0,0,285,53,0,0,0,0,0,0,0,0,0,0,0,0,0
745,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28216,1968,7917,0,75155,146,18727,231,148630,184,733,2479,60,204,335,10122,0,260,0,617,0,77,3662,98,543,0,321,147,1120,88189,71,4232,6069,20010,85,363,289,481,667,764,9444,9968,1338,86,1779,951,1674,2511,0,78,0,1940,47071,181,96,1167,6083,72,1496,3715,0,1122,1598,97,0,0,2185,620,396,67,15150,405,312,301,78,508,58,57,1806,1742,550,247,48103,1384,239,16087,3416,0,0,213,0,63,1781,562,658,3462,1901,391,50,27664,3255,3350,129,82,326,101,3902,1572,119991,507,315,83,450,103,765,0,98,734,69,474,46461,3661,56,0,0,755,152,2102,64,0,114,765,4548,3899,73124,0,0,253,0,0,0,7576,0,159,1116,74,0,148,566,2005,2674,344,2493,82,365,272,937,360,869,382,815,90,242,172,111,194,75,3909,103,255,1267,5208,5236,3431,3091,1688,854,1465,145,171,203,151,396,12000,13130,1038,1439,216,324,646,416,160,4478,1114,13343,3994,288,3285
80840,1901,5477,0,74764,118,18642,211,147985,103,444,2437,53,146,248,10048,0,202,0,419,0,74,3516,92,506,0,308,123,1088,81990,68,4081,3692,13011,71,263,250,445,661,727,9388,9951,1047,56,1746,902,1660,2145,0,72,0,1905,46875,174,72,1119,5907,0,1465,3648,0,1092,1548,60,0,0,2033,579,374,63,15064,321,242,294,0,448,0,0,1753,1707,541,161,17658,1346,227,11568,3340,0,0,188,0,0,1706,516,519,3411,1349,344,0,27524,3179,2107,108,81,309,91,3815,1520,119296,479,292,82,442,99,482,0,79,715,59,461,39653,3095,0,0,0,739,139,1476,59,0,108,455,2969,3819,72616,0,0,166,0,0,0,4834,0,152,904,61,0,132,516,1967,2652,264,2361,80,338,236,911,353,849,271,792,83,222,145,99,177,62,3784,89,243,947,3996,3270,3413,2499,1049,832,985,81,163,185,125,295,11605,13077,992,895,193,313,623,366,152,4321,1081,9791,3922,274,3158
119060,1756,1325,0,0,0,0,0,0,0,117,2284,0,0,0,0,0,139,0,120,0,70,3090,79,0,0,0,82,1007,2072,0,3730,0,2709,52,0,183,372,246,637,0,0,255,0,1622,776,0,135,0,0,0,1821,0,155,0,933,5480,0,1385,3385,0,1014,1447,0,0,0,1839,514,335,54,0,0,0,250,0,229,0,0,1612,0,505,0,121,1204,212,260,3101,0,0,166,0,0,1423,447,0,3258,0,270,0,0,2946,850,0,0,285,0,3534,1312,0,386,224,63,0,53,177,0,65,637,0,434,31747,160,0,0,0,684,107,368,0,0,0,0,833,3619,0,0,0,0,0,0,0,70,0,143,0,0,0,0,358,1885,0,0,2054,0,307,175,850,0,790,68,741,74,205,109,86,156,0,3502,73,0,0,646,0,0,1188,333,759,514,0,0,0,94,0,10349,0,690,251,0,273,588,109,56,3866,957,101,3719,0,2917
48736,1587,88,0,0,0,0,0,0,0,0,2097,0,0,0,0,0,127,0,0,0,69,2781,70,0,0,0,72,931,130,0,3398,0,141,50,0,168,341,226,587,0,0,0,0,1487,669,0,0,0,0,0,1677,0,145,0,846,4968,0,1281,3071,0,934,1303,0,0,0,1696,473,306,0,0,0,0,232,0,0,0,0,1456,0,462,0,0,1117,187,0,2845,0,0,153,0,0,1290,417,0,3019,0,254,0,0,2717,0,0,0,267,0,3232,1168,0,348,210,59,0,50,0,0,60,574,0,398,0,0,0,0,0,622,93,0,0,0,0,0,0,3352,0,0,0,0,0,0,0,0,0,134,0,0,0,0,334,1773,0,0,1868,0,279,162,783,0,720,0,680,66,186,101,84,145,0,3150,68,0,0,0,0,0,0,0,692,0,0,0,0,87,0,9470,0,636,0,0,249,542,102,54,3520,876,0,3451,0,2634
105219,1078,0,0,0,0,0,0,0,0,0,1455,0,0,0,0,0,85,0,0,0,50,1931,0,0,0,0,0,660,0,0,2369,0,0,0,0,108,220,154,406,0,0,0,0,1019,469,0,0,0,0,0,1118,0,109,0,589,3440,0,920,2184,0,681,908,0,0,0,1183,316,208,0,0,0,0,170,0,0,0,0,1007,0,311,0,0,723,135,0,1930,0,0,106,0,0,894,284,0,2095,0,196,0,0,1880,0,0,0,187,0,2285,766,0,238,135,0,0,0,0,0,0,402,0,292,0,0,0,0,0,442,67,0,0,0,0,0,0,2237,0,0,0,0,0,0,0,0,0,67,0,0,0,0,226,1253,0,0,1346,0,189,84,563,0,494,0,464,0,116,76,60,99,0,2190,50,0,0,0,0,0,0,0,476,0,0,0,0,68,0,6698,0,423,0,0,178,384,69,0,2455,602,0,2412,0,1800
28211,548,35883,0,0,0,0,0,0,0,5207,143,0,1863,2467,0,0,0,56,931,0,0,814,0,0,0,0,67,148,103877,0,192,50325,95901,0,0,0,0,0,0,59,0,22637,0,79,296,0,1358,66,0,0,0,58,0,0,87,613,0,279,236,0,0,127,56,0,86,0,63,0,0,0,10028,11706,0,0,28450,1383,0,1022,52,104,1427,136588,65,0,34091,215,0,0,0,0,209,504,0,1982,0,1686,0,0,0,342,2848,0,0,0,0,120,340,0,0,0,0,0,0,3848,0,0,116,0,0,57687,8507,3222,0,0,0,0,3577,0,0,0,28406,22288,577,0,0,0,69,0,0,0,30411,0,2457,5604,0,0,0,0,0,0,1227,417,0,74,0,68,0,188,4419,0,0,0,0,0,0,0,366,0,0,1267,22458,29477,96,19816,9883,61,31181,0,0,0,0,0,3427,0,0,2280,0,0,0,0,0,1381,616,46491,0,0,324
356,267,23448,0,0,0,0,0,0,0,2701,65,0,1115,1636,0,0,0,0,377,0,0,413,0,0,0,0,0,72,77649,0,84,36815,65729,0,0,0,0,0,0,0,0,14636,0,0,0,0,603,0,0,0,0,0,0,0,0,331,0,152,75,0,0,74,0,0,0,0,0,0,0,0,3567,9631,0,0,17008,1057,0,853,0,0,870,116345,0,0,21635,69,0,0,0,0,0,74,0,310,0,787,0,0,0,131,1050,0,0,0,0,58,203,0,0,0,0,0,0,1956,0,0,59,0,0,32479,4509,2989,0,0,0,0,1831,0,0,0,3423,13483,71,0,0,0,0,0,0,0,7883,0,2193,2511,0,0,0,0,0,0,847,200,0,0,0,0,0,156,2600,0,0,0,0,0,0,0,127,0,0,724,15559,6597,0,10928,5295,0,10131,0,0,0,0,0,736,0,0,1000,0,0,0,0,0,742,258,20652,0,0,86
119045,188,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,617,0,0,0,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,101,0,0,0,0,0,0,0,0,0,0,0,0,322,287,0,0,0,0,0,752,0,0,0,0,0,0,2683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,772,0,0,97,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,219,759,0,170,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,303,151,0,0,0,0
407,170,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,368,0,0,0,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,132,257,0,118,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,253,130,0,0,0,0
204457,106,2182,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,108,0,0,142,0,0,0,0,0,0,4859,0,0,0,4754,0,0,0,0,0,0,0,0,318,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,1368,168,0,0,111,55,0,0,0,0,80,0,0,0,369,55,0,0,0,0,0,161,0,676,0,0,0,0,0,69,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,1628,0,0,0,0,0,171,0,0,0,729,427,0,0,0,0,0,0,0,0,5572,0,0,1249,0,0,0,0,0,0,55,80,0,0,0,0,0,0,52,0,0,0,0,0,0,0,112,0,0,60,990,5818,0,1698,198,0,512,0,0,0,0,0,1072,0,0,0,0,0,0,0,0,197,95,790,0,0,136
41297,62,1374,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,72,0,0,99,0,0,0,0,0,0,3439,0,0,0,2829,0,0,0,0,0,0,0,0,130,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,428,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192,0,0,0,0,0,0,0,0,0,417,226,0,0,0,0,0,0,0,0,2224,0,0,777,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,615,2154,0,1335,102,0,289,0,0,0,0,0,597,0,0,0,0,0,0,0,0,106,63,205,0,0,105
