clade_name	MS11669_jun23_nreads	MS11670_jun23_nreads	MS11673_jun23_nreads	MS11674_jun23_nreads	MS11675_jun23_nreads	MS11676_jun23_nreads	MS11677_jun23_nreads	MS11678_jun23_nreads	MS11679_jun23_nreads	MS11683_jun23_nreads	MS11684_jun23_nreads	MS11686_jun23_nreads	MS11770_jun23_nreads	MS11771_jun23_nreads	MS11774_jun23_nreads	MS11775_jun23_nreads
s__GGB3755_SGB5104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Schaalia_SGB17157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB34797_SGB14321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__TM7_phylum_sp_oral_taxon_348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Edwardsiella_hoshinae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00372	0.25344	0.22405	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3216_SGB4248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9729_SGB15288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Oscillibacter_sp_ER4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Luteimonas_gilva	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_ndongoniae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00293	0.0	0.0	0.0	0.0	0.0	0.0	0.00242	0.0
s__Pyxidicoccus_trucidator	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Neobittarella_massiliensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parabacteroides_chinchillae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Dorea_sp_AF36_15AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_sp_D53t1_180928_C8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3118_SGB4130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1246_SGB1667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Rhodococcus_gordoniae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.05528	3.60411	0.0	0.1401	0.0	0.0	0.0	0.0
s__Pseudomonas_nitrititolerans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.69733	3.3473	0.0	0.0	0.0	0.0057	0.0	0.0
s__Timonella_senegalensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.75103	1.40709	0.00284	0.0	0.106	0.0	0.0	0.0
s__GGB32910_SGB54460	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16604	0.86887	0.89579	0.50859	0.0	0.0	0.0	0.0
s__Comamonas_avium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02554	0.13256	0.01319	0.08309	1.0556	0.46626	0.0	0.0
s__Pseudomonas_mangrovi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87822	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Flavimobilis_rhizosphaerae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82533	0.3265	0.0	0.0	0.0	0.0	0.0	0.0
s__Cellulosimicrobium_cellulans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76137	0.23026	0.0	0.15206	0.0	0.0	0.0	0.0
s__Nonomuraea_cavernae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45392	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptomyces_albidoflavus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3487	0.01325	0.23645	1.47151	0.02691	0.0	0.0	0.0
s__Lysobacter_sp_HDW10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30778	0.49218	0.0	0.0	0.0	0.00144	0.0	0.0
s__Sphingobacterium_mizutaii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23122	0.15289	0.02153	0.0	0.0	0.0	0.0	0.0
s__Prescottella_defluvii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19274	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Luteimonas_sp_MC1750	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14088	0.78364	0.0	0.0	0.0	0.0	0.0	0.0
s__Comamonas_aquatica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12957	0.0	0.03071	0.0	0.02591	0.0	0.0	0.0
s__Pseudomonas_saudiphocaensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12486	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Erysipelothrix_inopinata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09805	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterococcus_durans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09722	0.0	0.0	0.0	0.02842	0.0	0.0	0.00186
s__Luteimonas_lumbrici	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0843	0.05043	0.0	0.0	0.0	0.00938	0.0	0.0
s__Chryseobacterium_lacus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07917	0.05676	0.0	0.0	0.0	0.0	0.0	0.0
s__Rhodococcus_pyridinivorans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07709	0.04722	0.0	0.0	0.0	0.0	0.0	0.0
s__Thermomonas_fusca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06901	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptomyces_hirsutus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06723	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sphingobacterium_bovisgrunnientis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05467	0.01545	0.1234	0.00563	0.0	0.0	0.0	0.0
s__Cellulomonas_sp_zg_Y338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0534	0.02894	0.0	0.0	0.0	0.0	0.0	0.0
s__Luteimonas_colneyensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05096	0.07477	0.0	0.0	0.0	0.0	0.0	0.0
s__Luteimonas_sp_MC1572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05013	0.0061	0.0	0.0	0.0	0.0	0.0	0.0
s__Enterococcus_casseliflavus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04497	0.0	0.39784	0.0	0.0	0.0	0.0	0.0
s__Streptosporangium_amethystogenes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04214	0.01536	0.0	0.01113	0.0	0.0	0.00319	0.0
s__Pseudochrobactrum_algeriensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04025	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Usitatibacter_rugosus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03862	0.03852	0.0	0.00204	0.0	0.0	0.00547	0.0
s__Thermomonas_sp_XSG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Providencia_rettgeri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03615	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Negativibacillus_massiliensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0339	0.0089	0.0	0.03285	0.0	0.0	0.00534	0.01608
s__Rhodococcus_sp_CH91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02534	0.00207	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudoxanthomonas_indica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02292	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Thermomonas_SGB62036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02077	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Kaistella_pullorum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02025	0.04382	0.0	0.0	0.0	0.0	0.0	0.0
s__Betaproteobacteria_bacterium_GR16_43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01957	0.01389	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinocorallia_populi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01814	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Metalysinibacillus_saudimassiliensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01763	0.01735	0.0	0.0	0.0	0.0	0.0	0.0
s__Luteimonas_sp_MC1782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01597	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Brevibacterium_iodinum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01585	0.02993	0.0	0.0	0.0	0.0	0.0	0.0
s__Thermomonas_sp_IMCC34681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01446	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Luteimonas_mephitis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01355	0.0	0.0	0.0	0.0	0.00836	0.0	0.0
s__Lysobacter_SGB73374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01281	0.0	0.0	0.0	0.0	0.00107	0.0	0.0
s__Erysipelothrix_sp_HDW6C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01266	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sphingobacterium_faecale	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01185	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB77898_SGB108035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01175	0.0	0.0	0.0	0.0	0.01297	0.0	0.0
s__Sphingobacterium_yanglingense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00942	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Rhodococcus_yananensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00894	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sphingobacterium_sp_DK4209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00858	0.0	0.0148	0.0	0.01962	0.0	0.0	0.0
s__Sanguibacter_sp_HDW7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00829	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_caecigallinarum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00822	0.00566	0.0	0.2312	0.17235	0.0	0.0	0.00082
s__Lysobacter_sp_50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00787	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lysobacter_profundi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00706	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudomonas_SGB89046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0069	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB91591_SGB134380	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00591	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Nonomuraea_harbinensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00539	0.0	0.01264	0.0	0.0	0.0	0.0	0.0
s__Thermomonas_flagellata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00486	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Arthrobacter_koreensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00329	0.00866	0.00118	0.05525	0.00437	0.0	0.0	0.0
s__GGB75534_SGB103331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028	0.0	0.0	0.0	0.0	0.0	0.00202	0.0
s__Thermomonas_hydrothermalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00226	0.0	0.0	0.0	0.0	0.00472	0.0	0.0
s__Lysobacter_defluvii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00215	0.0	0.0	0.0	0.0	0.00062	0.0	0.0
s__Luteimonas_arsenica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00186	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Rhodococcus_sp_SGAir0479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017	0.00473	0.0	0.0	0.0	0.0	0.0	0.0
s__Silanimonas_lenta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00125	0.0	0.0	0.0	0.0	0.00071	0.0	0.0
s__Mizugakiibacter_sediminis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00072	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB53673_SGB74810	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2425	0.04061	0.0	0.0	0.0	0.0	0.0
s__GGB44132_SGB129180	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10491	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB15791_SGB24034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06974	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB94865_SGB129202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06219	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinobacteria_bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05832	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB35532_SGB55446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05807	0.0	0.00288	0.0	0.0	0.0	0.0
s__Tenggerimyces_flavus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04997	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB78197_SGB107723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04986	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB94514_SGB128778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03942	0.00292	0.0	0.0	0.0	0.0	0.0
s__GGB32066_SGB24035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03913	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3600_SGB4860	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0358	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB64317_SGB86773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02775	0.0	0.0	0.0	0.0	0.0	0.0
s__Thermoleophilia_bacterium_SCSIO_60948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02536	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB34977_SGB55943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02504	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB95275_SGB130650	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02464	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB40004_SGB55222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02401	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB64208_SGB86622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02209	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB33657_SGB66068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0217	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptomyces_sp_ISL_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02141	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB95110_SGB128512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02062	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB69372_SGB93527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01986	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB52695_SGB73593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01886	0.0	0.0	0.0	0.0	0.0	0.0
s__Gaiella_occulta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01802	0.0	0.0	0.0	0.0	0.0	0.0
s__Sphingobacterium_alimentarium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01627	0.0	0.0	0.0	0.0	0.0	0.0
s__Rhabdothermincola_sediminis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01602	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB8530_SGB13265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01565	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB94400_SGB128248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01515	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB52678_SGB73566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01433	0.0	0.0	0.0	0.0	0.0	0.0
s__Actinomarinicola_tropica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01423	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB52740_SGB73645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01337	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB52743_SGB73649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01123	0.0	0.0	0.0	0.0	0.0	0.0
s__Phocaeicola_coprophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00978	0.0	1.96894	0.0	0.0	0.0	0.0
s__GGB64123_SGB86533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00977	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB93019_SGB131346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00962	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB94644_SGB128987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00865	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB94471_SGB128739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00863	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB78248_SGB131375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00803	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB64869_SGB87702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00745	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB90945_SGB128005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00739	0.0	0.0	0.0	0.0	0.0	0.0
s__Aquihabitans_sp_Kera_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00646	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB95251_SGB130640	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00633	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB52834_SGB73753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00493	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB92400_SGB132999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00401	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB44129_SGB61523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00397	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB64168_SGB86580	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00342	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB92597_SGB133367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00283	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB94212_SGB130135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00249	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB94223_SGB129947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00233	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB36005_SGB55867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00195	0.0	0.0	0.0	0.0	0.0	0.0
s__Gemmatirosa_kalamazoonensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00191	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB64188_SGB86601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00189	0.0	0.0	0.0	0.0	0.0	0.0
s__Opitutus_sp_GAS368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00189	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB34274_SGB55238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00159	0.0	0.0	0.0	0.0	0.0	0.0
s__Betaproteobacteria_bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00147	0.0	0.0	0.0	0.0	0.0	0.0
s__Aciditerrimonas_ferrireducens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00074	0.0	0.0	0.0	0.0	0.0	0.0
s__Fusobacterium_varium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34864	0.0	0.0	0.0	0.0	0.0
s__GGB3602_SGB66069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15608	0.0	0.0	0.0	0.99808	2.04763
s__Streptomyces_silvae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12872	0.0	0.25045	0.0	0.0	0.0
s__Acinetobacter_amyesii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12232	0.06209	0.0	0.0	0.0	0.0
s__Microbacterium_sp_H1_D42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06333	0.0	0.0	0.0	0.0	0.0
s__Actinomadura_catellatispora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05821	0.0	0.0	0.0	0.0	0.0
s__Glutamicibacter_soli	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05378	0.0	0.0	0.0	0.0	0.0
s__Nocardiopsis_listeri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04474	0.0	0.0	0.07883	0.0	0.0
s__Pseudomonas_knackmussii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04393	0.0	0.0	0.0	0.0	0.0
s__Sporosarcina_koreensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03953	0.0	0.0	0.0	0.0	0.0
s__Nocardiopsis_sp_JB363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03773	0.0	0.0	0.3938	0.0	0.0
s__Clostridium_polynesiense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03531	0.00537	0.0	0.0	0.0	0.0
s__Streptomyces_cyaneofuscatus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03113	0.0	0.0	0.0	0.0	0.0
s__Rhodococcus_sp_Q	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01777	0.0	0.0	0.0	0.0	0.0
s__Mycolicibacterium_lutetiense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01443	0.0	0.0	0.0	0.0	0.0
s__Sporosarcina_newyorkensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01325	0.0	0.0	0.0	0.0	0.0
s__Pseudomonas_seleniipraecipitans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0096	0.0	0.0	1.50144	0.0	0.0
s__Vibrio_diabolicus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00695	0.0	0.0	0.0	0.0	0.0
s__Nocardia_speluncae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00658	0.0	0.0	0.0	0.0	0.0
s__Virgibacillus_sp_SK37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00573	0.0	0.0	0.0	0.0	0.0
s__Streptomyces_prasinopilosus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
s__Citrobacter_portucalensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65664	0.0	0.0	0.0	0.0
s__Photobacterium_damselae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33557	0.0	0.0	0.0	0.0
s__GGB9724_SGB15278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.204	0.0	0.0	0.0	0.05667
s__Campylobacter_jejuni	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15311	0.0	0.0	0.0	0.0
s__Streptomyces_thermocarboxydus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.144	0.0	0.0	0.0	0.0
s__Streptococcus_salivarius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11777	0.0	0.05227	0.0	0.13626
s__Streptomyces_nigra	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09731	0.0	0.0	0.0	0.0
s__Erysipelatoclostridium_ramosum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09411	0.0	0.0	0.00818	0.0879
s__Micromonospora_aurantiaca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0	0.0
